sentence,token ,target,morph_weight,"BP_type
",meaning ,transliteration,
ٱلْيَتَامَىٰ بِحَاجَةٍ إِلَىٰ رَعَايَةٍ وَٱهْتِمَامٍ خَاصٍّ لِيَعِيشُوا حَيَاةً كَرِيمَةً,ٱلْيَتَامَىٰ,يَتَامَىٰ,فَعَالَى,جمع كثرة,Orphans,yataAmaY`,
ٱلْمَنَاهِلُ ٱلْعَامَّةُ تُوَفِّرُ ٱلْمِيَاهَ ٱلْعَذْبَةَ,ٱلْمَنَاهِلُ ,مَنَاهِل,مَفَاعِل,جمع كثرة ,Springs,manaAhilu,
ٱلْمَنَاجِمُ مَصْدَرٌ غَنِيٌّ بِٱلْمَعَادِنِ,المَنَاجِمُ,مَنَاجِم,مَفَاعِل,جمع كثرة ,Mines,manaAjimu,
ٱلْمَقَالِبُ ٱلْمُضْحِكَةُ أَدْخَلَتِ ٱلسُّرُورَ إِلَيْنَا,المَقَالِبُ,مَقَالِب,مَفَاعِل,جمع كثرة ,Chambers,maqaAlibu,
ٱلْمَغَازِلُ تُسْتَخْدَمُ فِي صِنَاعَةِ ٱلنَّسِيجِ,ٱلْمَغَازِلُ,مَغَازِل,مَفَاعِل,جمع كثرة ,Lofts,magaAzilu,
ٱلْمَطَالِعُ ٱلْأَدَبِيَّةُ تَجْعَلُ ٱلرِّوَايَةَ مُشَوِّقَةً,المَطَالِعُ ,مَطَالِع,مَفَاعِل,جمع كثرة ,Exposures,maTaAliEu,
ٱلْمَصَايفُ ٱلْجَبَلِيَّةُ تَزْدَحِمُ فِي ٱلصَّيْفِ,الْمَصَايفُ,مَصَايف,مَفَاعِل,جمع كثرة ,Resorts,maSaAyfu,
ٱلْمَشَارِقُ تَشْرِقُ مِنْهَا ٱلشَّمْسُ كُلَّ يَوْمٍ,المَشَارِق,مَشَارِق,مَفَاعِل,جمع كثرة ,Sunrises,ma$aAriq,
ٱلْمَسَاكِينُ يَحْتَاجُونَ إِلَىٰ ٱلرَّحْمَةِ وَٱلْعَوْنِ مِنَ ٱلْمُجْتَمَعِ لِيَعِيشُوا بِكَرَامَةٍ,ٱلْمَسَاكِينُ ,مساكين,مَفَاعِيل,جمع كثرة,Poor people (alternative spelling),msAkyn,
ٱلْمَسَارِحُ تَعْرِضُ أَجْمَلَ ٱلْعُرُوضِ ٱلْفَنِّيَّةِ,ٱلْعُرُوضِ,عُرُوض,فُعُول ,جمع كثرة ,Offers,EuruwD,
ٱلْمَسَارِحُ تَعْرِضُ أَجْمَلَ ٱلْعُرُوضِ ٱلْفَنِّيَّةِ,ٱلْمَسَارِحُ,مَسَارِح,مَفَاعِل,جمع كثرة ,Stages,masaAriHu,
ٱلْمَدَاخِلُ ٱلضِّيقَةُ تُعِيقُ حَرَكَةَ ٱلسَّيَّارَٰتِ,الْمَدَاخِلُ,مَدَاخِل,مَفَاعِل,جمع كثرة ,Entrances,madaAxilu,
ٱلْمَخَازِنُ مَلِيئَةٌ بِٱلْبِضَائِعِ,المَخَازِنُ ,مَخَازِن,مَفَاعِل,جمع كثرة ,Warehouses,maxaAzinu,
ٱلْفَلاَّحُونَ يَزْرَعُونَ ٱلْجَوالِدَ فِي ٱلْأَرْضِ ٱلَّتِي تَرْوِيهَا ٱلْأَمْطَارُ,ٱلْجَوالِدَ ,جَوالِد,فَوَاعِل ,جمع كثرة,Covers,jwAld,
ٱلْفُقَرَاءُ هُمْ ٱلْأَكْثَرُ حَاجَةً لِلْمُسَاعَدَةِ، وَتَوْفِيرُ إِحْتِيَاجَاتِهِمْ وَاجِبٌ عَلَىٰ ٱلْجَمِيعِ,ٱلْيَتَامَىٰ,فُقَرَاءُ ,فُعَلاء,جمع كثرة,Poor people,fuqaraA'u,
ٱلْعِبَادُ ٱلصَّٰلِحُونَ يُضِيۤءُونَ دُرُوبَ ٱلْآخَرِينَ بِأَفْعَالِهِمُ ٱلنَّبِيلَةِ,ٱلْعِبَادُ,عِبَادُ,فِعَال,جمع كثرة,Servants,EibaAdu,
ٱلْضُّعَفَاءُ فِي ٱلْمُجْتَمَعِ يَحْتَاجُونَ إِلَى ٱلدَّعْمِ وَٱلْمُسَاعَدَةِ لِرَفْعِ مُسْتَوَىٰ حَيَاتِهِمْ,ٱلْضُّعَفَاءُ,ضُعَفَاء,فُعَلاء,جمع كثرة,Weak people,DuEafaA'u,
ٱلسَّفَهَاءُ لَا يَفْكِرُونَ فِي ٱلْعَوَاقِبِ، بَلْ يَتَصَرَّفُونَ بِعَجَلَةٍ دُونَ حِكْمَةٍ,ٱلسُّفَهَاء,سُفَهَاء,فُعَلاء,جمع كثرة,Fools,safahaA'u,
ٱلْحُقُولُ مَلِيئَةٌ بِٱلسَّنَابِلِ ٱلذَّهَبِيَّةِ ٱلَّتِي تَدُلُّ, بِٱلسَّنَابِلِ,سَنَابِلِ,فَعَالِل,جمع كثرة,Ears of grain,sanaAbili,
ٱلْبُيُوتُ ٱلْعَامِرَةُ بِالْحُبِّ تَبْقَىٰ صَامِدَةً فِي وَجْهِ كُلِّ عَاصِفَةٍ,البُيُوتُ,بُيُوت,فُعُول ,جمع كثرة,Houses,buyuwtu,
ٱلْبُعُولُ مَسْؤُولُونَ عَنْ رَعَايَةِ أُسَرِهِمْ بِالْحُبِّ وَٱلْحَنَانِ,البُعُولُ,بُعُول,فُعُول ,جمع كثرة,Husbands,buEuwlu,
ٱلْأَبُ يحب  فَوالِدَ  أكباده,فَوالِدَ,فَوالِد,فَوَاعِل ,جمع كثرة,Fodder,fuwAld,
ٱشْتَرَىٰ مَعَاجِينَ مُخْتَلِفَةً لِلْعِنَايَةِ بِٱلْأَسْنَانِ,مَعَاجِينَ ,مَعَاجِين,مَفَاعِيل,جمع كثرة ,Pastes,maEaAjiyna,
ٱسْتَعْمَلَ ٱلْعَالِمُ مَنَاظِيرَ فَلْكِيَّةً لِمُرَاقَبَةِ ٱلْكَوَاكِبِ, مَنَاظِيرَ, مَنَاظِير,مَفَاعِيل,جمع كثرة ,Telescopes,manaAZiyra,
ٱسْتَخْدَمَ ٱلْعَامِلُ ٱلْمَسَانِدُ لِرَفْعِ ٱلْأَثَاثِ ٱلثَّقِيلِ,المَسَانِدُ,مَسَانِد,مَفَاعِل,جمع كثرة,Supports,masaAnidu,
أوْقَات الفراغ هي الانسب للاسترخاء والراحه,أوْقَات,أوْقَات,أَفْعَال,جمع قلة,Times,>woqaAt,
أهل القرية كُرَماء، لا يردون ضيفًا دون ضيافة سخية.,كُرَماء,كُرَماء,فُعَلاء,جمع كثرة,Generous,kuramA',
أَهْدَتْنِي صَدِيقَتِي مَجْمُوعَةً مِنَ ٱلْمَسَابِحِ ٱلْجَمِيلَةِ,المَسَابِحِ, مَسَابِح,مَفَاعِل,جمع كثرة,Beads,masaAbiHi,
أهداني صديقي مجموعة من الأزهار الجميلة.,الأزهار,أزهار,أَفْعَال,جمع قلة,Flowers,>zhAr,
أهداني المعلم أَقْلَامًا جميلة.,أَقْلَامًا ,أَقْلَام,أَفْعَال,جمع قلة,Pens,>aqolaAm,
اهتم المزارع بتربية الأحصنة الأصيلة.,الأحصنة ,أحصنة,أَفْعِلَة,جمع قلة,Horses,>HSnp,
اهتم الطبيب بعلاج جرحى المعركة.,جرحى,جرحى,فَعْلى,جمع كثرة,Wounded,jrHY,
أنقذ رجال الإنقاذ الغَرْقَى من القارب المقلوب في البحر., الغَرْقَى, غَرْقَى,فَعْلَى,جمع كثرة,Drowned,garoqaY,
أنقذ الأطباء حياة العديد من المرضى,المرضى,مرضى,"فَعْلَى
",جمع كثرة,Patients,mrDY,
أَنَغَامُ  المُوسِيقَى أَبْهِجَتِ الحَاضِرِينَ.,أَنَغَامُ ,أَنَغَامُ ,أَفْعَال,جمع قلة,Shapes,>anagaAmu,
أنشأت الحكومة مشاريع لتحسين الطرقات.,مشاريع,مشاريع,مَفَاعِيل,جمع كثرة,Projects,m$AryE,
أنشأ العاملون المصانع الجديدة.,المصانع,مصانع,مَفَاعِل,جمع كثرة,Factories,mSAnE,
انحنت أَغْصَان الأشجار بسبب الثلوج.,أَغْصَان,أَغْصَان,أَفْعَال,جمع قلة,Branches,>agoSaAn,
انتهينا من مراحل عدة في إعداد التقرير.,مراحل,مراحل,مَفَاعِل,جمع كثرة,Stages,mrAHl,
اِنْتَهَى العُمَّالُ مِنْ جَمِيعِ الأَشْغَالِ فِي الوَقْتِ المُطْلُوبِ.,الأَشْغَالِ,أَشْغَالِ,أَفْعَال,جمع قلة,Plates,>a$ogaAli,
انتقل فرسان القبيلة إلى الجبل.,فرسان,فرسان,فُعْلان,جمع كثرة,Knights,frsAn,
انتظرتُ عدة أسابيع قبل أن أستلم النتيجة,أسابيع,أسابيع,أَفَاعِيل,جمع كثرة,Weeks,>sAbyE,
انتشرت قطعان الأغنام في المراعي الخضراء طوال اليوم,المراعي,مراعي,مَفَاعِل,جمع كثرة,Pastures,mrAEy,
انتشرت أَنْغَام الموسيقى في الأرجاء، مما أضاف جواً من الفرح والهدوء, أَنْغَام ,أَنْغَامٌ,أَفْعَال,جمع قلة,Melodies,>anogaAmN,
انتشرت الطيور على الأغصان في صباح جميل.,الطيور,طيور,فُعُول ,جمع كثرة,Birds,Tywr,
انتشرت البراري الواسعة في المنطقة، مما جعلها مكانًا مثاليًا للرحلات الاستكشافية.,البراري,براري,فَعَالِي,جمع كثرة,Wildernesses,brAry,
انتشرت الأغاني الشعبية في الأعراس.,الأغاني,أغاني,أَفَاعِي,جمع كثرة,Songs,>gAny,
انتشرت الأخبار بسرعة عبر الإنترنت.,الأخبار,أخبار,أَفْعَال,جمع قلة,News,>xbAr,
انْتَشَرَ الذُّبَابُ فِي المَكَانِ.,الذُّبَابُ,ذُبَابُ,فُعَال,جمع كثرة ,Flies,*ubaAbu,
إِنَّ ٱلْمَغَارِبَ مَلِيئَةٌ بِٱلْأَشْخَاصِ ٱلَّذِينَ يَنتَظِرُونَ غُرُوبَ ٱلشَّمْسِ,المَغَارِبَ, مَغَارِب,مَفَاعِل,جمع كثرة,Westerns,magaAriba,
أمضى الفتى يومه بين غلمان الحي.,غلمان,غلمان,فِعْلان,جمع كثرة,Boys,glmAn,
"أمسك القائد زِمَام الأمور بحكمة بعد حدوث الأزمة.""", زِمَام, زِمَام,فِعَال,جمع كثرة ,Reins,zimaAm,
اَمْتَلَأَتْ رُفُوفُ المَكْتَبَةِ بِالْكُتُبِ القَدِيمَةِ وَالجَدِيدَةِ.,رُفُوفُ,رُفُوف,فُعُول ,جمع كثرة,Shelves,rufuwfu,
امتلأت المَيَادِين بالناس الذين يحتفلون بالمناسبة الوطنية.,المَيَادِين,مَيَادِين,مَفَاعِيل,جمع كثرة,Fields,mayaAdiyn,
امتلأت الميادين بالمتظاهرين الذين يطالبون بالحرية.,الميادين,ميادين,مَفَاعِيل,جمع كثرة,Squares,myAdyn,
امتلأت المساجد بالمصلّين في يوم الجمعة.,المساجد,مساجد,مَفَاعِل,جمع كثرة,Mosques,msAjd,
امتلأت المزرعة بخِرْفَانٍ كثيرة.,بخِرْفَانٍ,خِرْفَان,فِعْلان,جمع كثرة,Lambs,xirofaAn,
امتلأت المزرعة بأبقار وأغنام ترعى العشب.,بأبقار ,أَبْقَارٌ,أَفْعَال,جمع قلة,Cow,>aboqaArN,
امتلأت المزرعة بـ أغنام ترعى في الحقول.,أغنام,أغنام,أَفْعَال,جمع قلة,Sheep,>gnAm,
امتلأت القاعة بحضور الشعراء والمثقفين.,البلدان,بلدان,فُعَلاء,جمع كثرة,Countries,bldAn,
امتلأت الطاولة بالأطبقة الفاخرة من الحلويات.,بالأطبقة ,أطبِقَة,"أَفْعِلَة
",جمع قلة,Dishes,>Tbiqap,
امتلأت الساحة بأصوات عذبة أطلقها رسل السلام., بأصوات,أصوات,أَفْعَال,جمع قلة,Voices,>SwAt,
امتلأت البراميل بالنفط استعداداً للتصدير.,البراميل,براميل,فَعَالِيل,جمع كثرة,Barrels,brAmyl,
امتلأت الأكواب بالشاي الساخن., الأكواب,أكْواب,أَفْعَال,جمع قلة,Cups,>kowAb,
امتلأ السوق ببضائع من جميع أقطار العالم.,أقطار,أقطار,أَفْعَال,جمع قلة,Countries,>qTAr,
امتدت السهول بأشجار زروع خضراء.,السهول,سهول,فُعُول ,جمع كثرة,Plains,shwl,
امتدت الأطراف حتى الحدود.,الأطراف ,أطْراف	,أَفْعَال,جمع قلة,Limbs,>TorAf,
الوفي يبقى أَوْفِياء حتى في أصعب الظروف.,أَوْفِياء,أَوْفِياء,"أَفْعِلاء
",جمع كثرة,Rich people,>awofiyA',
أُلُوفُ النَّاسِ ٱجْتَمَعُوا لِلْاِحْتِفَالِ بِٱلْمُنَاسَبَةِ ٱلْوَطَنِيَّةِ,أُلُوف,أُلُوف,فُعُول ,جمع كثرة,Cattle,>a luwfu,
النَوَاصِب في الشعر العربي تُستخدم لتحديد حالة الكلمات النحوية.,النَوَاصِب,نَوَاصِب,فَوَاعِل ,جمع كثرة,Jewels,nawaASib,
النُّفُوسُ الطَّيِّبَةُ تَنشُرُ الخَيْرَ فِي المُجْتَمَعِ.,النُّفُوسُ,نُفُوس,فُعُول ,جمع كثرة ,Souls,nufuwsu,
النُّظُمُ الحَدِيثَةُ تُسَهِّلُ إِدَارَةَ المُؤَسَّسَاتِ بِشَكْلٍ فَعَّالٍ.,النُّظُمُ ,نُظُمُ ,فُعُل,جمع كثرة,Systems,nuZumu,
النُّصُبُ التَّذْكِارِيَّةُ تُخَلِّدُ ذِكْرَى الأَبْطَالِ.,النُّصُبُ ,نُصُبُ,فُعُل,جمع كثرة,Monuments,nuSubu,
النُدَماء في السهرات غالبًا ما يتذكرون أجمل لحظات حياتهم.,النُدَماء,نُدَماء,فُعَلاء,جمع كثرة,Drunkards,nudamA',
المهندسون يشغلون مَنَاصِبَ عُليا في الشركات الكبيرة.,مَنَاصِبَ ,مَنَاصِب,مَفَاعِل,جمع كثرة,Positions,manaASib,
الملوك قدوة في القيادة والحكمة، ويجب أن يتحلوا بالعدالة.,الملوك,ملوك,فُعُول ,جمع كثرة,Kings,mlwk,
المعلم هو مَفَاتِحُ العلم والمعرفة في المجتمع.,مَفَاتِحُ,مَفَاتِحُ,مَفَاعِل,جمع كثرة,Keys,mafaAtiHu,
المَصَارِِفُ الكَبِيرَةُ تُوَفِّرُ خِدْمَاتٍ مُمَيَّزَةً.,المَصَارِِفُ,مَصَارِف,مَفَاعِل,جمع كثرة ,Drains,maSaAriifu,
المَدايِينُ يَحْتَاجُونَ إِلَى الحَذَرِ فِي تَعامُلِهِمْ لِتَفَادِي الْمَشَاكِلِ الماليَّةِ.,المَدايِينُ ,مَدايِين,مَفَاعِيل,جمع كثرة,Debtors (People who owe)	,madaayin,
المُحِبُّونَ يَطْمَحُونَ دَائِمًا إِلَى وِصَالِ أَحِبَّتِهِمْ.,وِصَالِ,وِصَالِ,فِعَال,جمع كثرة,Connections,wiSaAli,
المِحَالُ التِّجَارِيَّةُ تَفْتَحُ أَبْوَابَهَا مُبَكِّرًا فِي السُّوقِ.,المِحَالُ,مِحَال,فِعَال,جمع كثرة,Places,miHaAl,
المُجْتَمَعُ يَحْتَاجُ إِلَى أَسْوِيَاءِ الفِكْرِ لِيُحَقِّقَ التَّقَدُّمَ.,أَسْوِيَاءِ,أَسْوِيَاءِ,"أَفْعِلاء
",جمع كثرة ,Bad ones,>asowiyaA'i,
